temperature_C,pressure_bar,flow_rate_lps,vibration_mms
0.46116459636804447,0.6547192112694566,-2.1430929280859328,0.007669166864877144
-0.18217853700894296,1.1661815969266072,-2.028162557624038,-0.08410590475912448
0.6182011092395941,0.14325682561230316,-0.5535474654265159,1.272125709240024
1.504697552869304,-1.3570328389820085,0.482773841111243,-1.0732372322622663
-0.2784267223173103,0.3819392722523085,-2.6398258851670002,-0.7469258664880344
-0.2784267223173103,-0.709180483816284,-0.45030492924888194,1.0885755659920207
1.5604201864688856,-0.5727905143077099,-0.475628570198112,-0.5837701836009184
0.7347120704023581,0.5865242265151681,1.388580998141424,0.9458143434657919
-0.5165143386064318,1.2343765816808956,-0.33927050354840926,1.761592757901372
0.5118215360040321,0.006866856103729087,0.40875089064425846,-0.3798255799920234
-0.5114486446428381,0.2796467951208772,0.17499420495904944,0.7214752794960096
-0.5114486446428381,1.7117414749609035,-2.0379024195275903,-1.1446178435253784
0.2028142042245336,0.2114518103665917,0.7847095601213033,0.792855890759124
-1.980499894086353,2.632373769143779,0.24706918304532294,0.23200823083466166
-1.7880035234696183,0.5524267341380253,0.5314731506289948,0.507333445706671
-0.6076968299512054,-1.8343977322620193,3.8605579492625033,-0.634756334503141
-1.0686749806386528,0.757011688400888,-1.9930990547712581,-1.6646765827280596
0.2787996136785044,0.34784177987516574,1.7158403581007173,0.5379251362480019
-0.9622954074030836,1.3025715664351811,-0.24381985689361405,-2.0725657899458496
-1.4688648037629177,0.6547192112694566,0.31719618875088534,-0.29824773854846537
1.4439092253061288,-0.16362060578198773,-0.008115198827696738,0.9866032641875709
-0.26829533439011566,-1.288837854227723,-0.3762819787819002,0.22181100065421802
0.030580609462188258,-0.23181559053627326,-0.5184839625737333,2.0165235124124896
-1.4840618856537133,-0.9137654380791436,0.3581036087457984,1.078378335811577
-0.5924997480604098,-0.6068880066848527,-1.4418228710303085,-0.634756334503141
0.07110616117097412,0.5865242265151681,0.767177808694912,0.058655317767102026
-1.205448717655806,1.6776439825837606,-0.3684900892590587,-0.022922523676455975
0.33958794124168684,0.3819392722523085,-1.0639162291725552,-1.5830987412845017
-0.6482223816599912,-1.2547403618505804,-0.4016056197311302,-0.9304760097360398
-0.33414935591689177,0.41603676462945127,1.2619627933952713,-0.5429812628791394
-0.6482223816599912,1.200279089303753,-0.4853684321016646,-2.05217132958496
1.8339676605031991,-0.6409854990619954,0.3853752220757395,0.07904977812798926
-0.055536187918984424,-0.16362060578198773,-0.6743217530305412,-0.22686712728535097
-1.1142662263110397,-0.027230636273413673,0.7749696982177536,-1.6748738129085055
0.7955003979655405,-0.845570453324858,0.7048426925121911,0.43595283444355665
-1.276368433146183,0.6206217188923139,1.8366146457047399,0.7622642002177886
0.1724200404429424,-0.16362060578198773,-0.13473340357384966,0.262599921375997
-2.02609113975874,0.41603676462945127,0.6873109410857998,-0.29824773854846537
-1.3878137003453461,-0.9478629304562863,0.1321388125834281,0.629700207872008
0.1572229585521468,-0.47049803717627864,1.2989742686287622,0.7214752794960096
0.7093836005843678,0.7229141960237422,-0.6626339187462803,0.34417776281955503
0.13189448873415655,-0.4023030524219931,0.7632818639334927,-0.8081092475707029
-0.1568500671909527,1.745838967338046,-0.15226515500024096,0.31358607227821966
-0.34428074384408647,-0.43640054479913587,-0.02564695025408527,1.2517312488791366
-1.5397845192532948,0.2114518103665917,0.12629489544129768,-0.5837701836009184
-0.7697990367863489,0.9274991502866048,0.28213268589810553,2.1694819651191617
-0.5063829506792371,-1.4934228084905825,-0.0762942321525481,-0.512389572337804
1.028522320291061,-1.8343977322620193,0.24512121066461187,0.058655317767102026
0.30919377746009563,-1.5957152856220138,1.5736383743088813,-0.6551507948640305
-1.828529075178404,1.2684740740580385,0.9970385496187018,0.25240269119554887
0.2889310016057063,-0.6068880066848527,0.8840561515375152,-1.7462544241716176
-0.43039754122525914,2.5982762767666334,-0.40744953687326063,-0.5327840326986935
